ID,Date,Primary Type,Description,latitude,longitude
3475,01/19/2006 04:33:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.817785317,-87.609210238
5831009,10/10/2007 09:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,41.740653478,-87.703128126
5269981,01/24/2007 07:20:00 PM,ASSAULT,SIMPLE,41.748566903,-87.607588348
11050851,07/06/2017 11:49:00 PM,BURGLARY,FORCIBLE ENTRY,41.890958564,-87.668741689
25417,08/28/2020 07:40:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.965541117,-87.734590597
2692073,04/22/2003 02:22:32 AM,ROBBERY,STRONGARM - NO WEAPON,41.791858153,-87.625626124
13026415,03/29/2023 07:45:00 PM,BATTERY,AGGRAVATED PROTECTED EMPLOYEE - OTHER DANGEROUS WEAPON,41.880779213,-87.721402728
12926260,12/18/2022 05:30:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,41.752190503,-87.662405734
8056629,05/10/2011 09:50:00 AM,ROBBERY,STRONGARM - NO WEAPON,41.897256769,-87.754431716
2125487,05/12/2002 09:30:00 AM,ASSAULT,SIMPLE,42.019232277,-87.66703966
3236856,03/18/2004 02:30:00 PM,ASSAULT,SIMPLE,41.850330711,-87.627026373
9633430,05/31/2014 07:00:00 PM,BATTERY,AGGRAVATED: HANDGUN,41.857612588,-87.656419116
4449230,11/20/2005 12:00:00 PM,BURGLARY,ATTEMPT FORCIBLE ENTRY,41.780261513,-87.682366333
13194133,08/30/2023 05:42:00 PM,ASSAULT,"AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY",41.882834035,-87.702522443
4356861,10/04/2005 09:00:00 AM,BURGLARY,FORCIBLE ENTRY,41.800093372,-87.70987011
8441073,01/15/2012 09:15:00 AM,BURGLARY,FORCIBLE ENTRY,41.71288573,-87.563369034
8371020,11/25/2011 10:15:00 AM,THEFT,$500 AND UNDER,41.930855837,-87.638879928
9648229,06/10/2014 06:30:00 PM,ASSAULT,AGGRAVATED: HANDGUN,41.893428145,-87.765341632
7711552,09/16/2010 08:30:00 AM,BURGLARY,FORCIBLE ENTRY,41.72433166,-87.6542373
1751268,09/16/2001 10:59:57 PM,BATTERY,SIMPLE,41.825699938,-87.612287384
25191,06/16/2020 09:55:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.875167792,-87.733474103
12924877,12/16/2022 04:17:00 PM,ROBBERY,ARMED - HANDGUN,41.770770047,-87.591113114
4346000,09/30/2004 04:55:00 PM,THEFT,FROM BUILDING,41.850657231,-87.612880723
5553711,05/24/2007 12:40:00 PM,THEFT,OVER $500,41.691724142,-87.687664391
5679438,07/22/2007 03:22:46 PM,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,41.759426504,-87.633305645
25999,06/15/2021 12:45:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.902640036,-87.624562043
11916552,12/09/2019 01:00:00 PM,ASSAULT,SIMPLE,41.987362912,-87.702293402
10842432,02/08/2017 02:00:00 AM,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,41.895457291,-87.716619992
9985975,03/07/2015 11:00:00 PM,BATTERY,SIMPLE,41.729801256,-87.651948615
5308538,08/27/2006 09:27:00 PM,THEFT,$500 AND UNDER,41.806291558,-87.668553772
27696,08/16/2023 09:13:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.778838798,-87.653266576
12893517,11/13/2022 08:00:00 PM,THEFT,$500 AND UNDER,41.869710651,-87.627477612
12294657,02/14/2021 04:00:00 PM,BURGLARY,FORCIBLE ENTRY,41.882342562,-87.75024415
11002580,07/01/2017 04:45:00 PM,ASSAULT,SIMPLE,41.904223949,-87.63449228
1338,01/25/2002 01:05:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.7685342,-87.66546863
11914473,12/07/2019 12:07:00 PM,THEFT,$500 AND UNDER,41.856654462,-87.684403999
24823,11/04/2019 11:00:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.810196681,-87.749336277
13178777,08/17/2023 11:30:00 AM,THEFT,$500 AND UNDER,41.884494859,-87.62674202
12623878,02/19/2022 05:05:00 AM,BURGLARY,UNLAWFUL ENTRY,41.756447121,-87.561474191
8363671,11/19/2011 07:30:00 PM,ROBBERY,ARMED: HANDGUN,41.909537531,-87.752858605
27545,06/04/2023 04:41:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.864643723,-87.658812004
3984265,05/09/2005 01:30:00 PM,THEFT,RETAIL THEFT,41.706987456,-87.620244029
8144012,07/01/2011 04:00:00 PM,THEFT,FROM BUILDING,41.803884123,-87.666066261
24138,08/20/2018 02:10:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.658601587,-87.609627647
9821695,10/10/2014 06:30:00 PM,THEFT,$500 AND UNDER,41.942257928,-87.669951491
7666975,08/19/2010 11:00:00 PM,BURGLARY,UNLAWFUL ENTRY,41.882061165,-87.689354173
12714128,05/29/2022 11:10:00 PM,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,41.924448474,-87.758617586
6576590,10/25/2008 11:30:00 PM,ROBBERY,STRONGARM - NO WEAPON,41.786043954,-87.716217672
4513,05/01/2008 02:40:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.746942674,-87.552804287
6207317,04/21/2008 12:00:00 PM,THEFT,FROM BUILDING,41.746140855,-87.652406156
7339905,01/28/2010 01:29:07 PM,BURGLARY,FORCIBLE ENTRY,41.772003101,-87.705391169
11542255,12/21/2018 04:28:00 AM,ROBBERY,ARMED: HANDGUN,41.757238398,-87.645424172
7148548,09/25/2009 11:40:00 PM,BATTERY,SIMPLE,41.876650547,-87.755587101
1976029,02/06/2002 04:28:00 PM,ASSAULT,AGGRAVATED: HANDGUN,41.786079418,-87.683821839
12672032,04/14/2022 04:30:00 PM,ROBBERY,AGGRAVATED,41.90444226,-87.63293969
23299,05/20/2017 12:59:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.749233993,-87.563763037
7030305,07/18/2009 08:00:00 PM,BURGLARY,FORCIBLE ENTRY,41.684253919,-87.66037361
11098558,09/25/2017 12:50:00 AM,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,41.96938944,-87.700488807
8996175,12/11/2012 01:35:00 PM,THEFT,OVER $500,41.923338311,-87.687594371
10958664,05/26/2017 09:30:00 AM,ASSAULT,SIMPLE,41.787380872,-87.624516663
7509061,05/17/2010 04:00:00 PM,BATTERY,AGGRAVATED: OTHER DANG WEAPON,41.808201741,-87.684420054
13204639,09/09/2023 12:30:00 AM,BURGLARY,UNLAWFUL ENTRY,41.929822507,-87.653763616
23057,12/31/2016 01:11:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.894999013,-87.746470784
4439,03/09/2008 01:15:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.756902313,-87.650269301
10278068,10/17/2015 10:30:00 PM,BURGLARY,FORCIBLE ENTRY,41.746344297,-87.648772531
1752206,09/12/2001 07:00:00 PM,BURGLARY,FORCIBLE ENTRY,41.904059256,-87.628201439
13058533,04/30/2023 02:00:00 PM,ROBBERY,ATTEMPT ARMED - HANDGUN,41.756276904,-87.583426
4606360,02/22/2006 09:20:00 AM,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,41.789592556,-87.693683399
6178694,04/07/2008 07:50:00 AM,BATTERY,SIMPLE,41.736670076,-87.603215704
8552522,04/04/2012 06:00:00 PM,BATTERY,SIMPLE,41.915196326,-87.638719049
8330149,10/23/2011 01:30:00 PM,ASSAULT,SIMPLE,41.73809141,-87.56694085
8789446,09/05/2012 08:00:00 AM,BURGLARY,UNLAWFUL ENTRY,41.845954846,-87.70018363
11887735,11/10/2019 02:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,41.782269568,-87.665498441
2342105,09/09/2002 07:10:00 PM,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,41.817506771,-87.623054656
2861092,07/24/2003 06:00:00 PM,THEFT,$500 AND UNDER,41.880634177,-87.635795932
12913426,12/04/2022 07:30:00 PM,THEFT,RETAIL THEFT,41.930906002,-87.644017035
3208,06/22/2005 07:00:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.959807503,-87.666221514
11990531,02/24/2020 11:40:00 AM,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,41.90077363,-87.626735221
10654307,08/11/2016 07:00:00 PM,THEFT,OVER $500,41.83856956,-87.608209001
9143337,05/24/2013 12:30:00 AM,BATTERY,SIMPLE,41.936335635,-87.650710119
11586073,02/05/2019 06:24:00 AM,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,41.903892302,-87.631858359
27727,09/02/2023 03:10:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.788732481,-87.652890669
8429394,01/06/2012 06:43:00 PM,BURGLARY,ATTEMPT FORCIBLE ENTRY,41.792620082,-87.768102716
12211136,11/03/2020 04:40:00 PM,ROBBERY,ARMED - HANDGUN,41.923783122,-87.778448036
8086622,05/29/2011 01:00:00 AM,BURGLARY,HOME INVASION,41.946142759,-87.745840228
8069955,05/17/2011 11:48:00 PM,ASSAULT,SIMPLE,41.91128838,-87.701900688
3101899,12/22/2003 10:00:00 PM,THEFT,OVER $500,41.688114796,-87.685130353
3994504,05/10/2005 11:30:00 AM,BATTERY,PRO EMP HANDS NO/MIN INJURY,41.871025414,-87.699510379
6926753,05/20/2009 11:05:00 AM,THEFT,FROM BUILDING,41.709774366,-87.540069549
6328336,06/25/2008 11:00:00 AM,BURGLARY,ATTEMPT FORCIBLE ENTRY,41.949198496,-87.706665823
4434091,11/11/2005 12:30:00 PM,ASSAULT,SIMPLE,41.925311717,-87.756191893
3573135,09/26/2004 11:10:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,41.791165015,-87.676656501
9361680,10/23/2013 05:20:00 PM,ROBBERY,ARMED: HANDGUN,41.864097848,-87.713900069
3767657,01/20/2005 10:30:00 AM,THEFT,FROM BUILDING,41.759354567,-87.586153723
7806640,11/15/2010 06:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,41.793068134,-87.673057968
6427270,08/09/2008 08:30:00 PM,BATTERY,AGGRAVATED: OTHER DANG WEAPON,41.932081217,-87.799184422
1419522,03/11/2001 06:30:00 PM,ASSAULT,AGGRAVATED: HANDGUN,41.686536475,-87.666840885
6643923,12/04/2008 12:01:00 AM,ASSAULT,SIMPLE,41.784840184,-87.614443041
5980667,12/21/2007 11:00:00 PM,ROBBERY,ARMED: HANDGUN,41.742150773,-87.585766931
7287877,12/18/2009 01:30:00 AM,BATTERY,AGGRAVATED: OTHER DANG WEAPON,41.893179585,-87.634686145
5805291,09/21/2007 12:08:03 AM,ROBBERY,ARMED: HANDGUN,41.672569721,-87.621400009
884,06/22/2001 05:48:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.898175582,-87.726169689
1552,06/18/2002 06:15:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.823526544,-87.703288366
3604193,10/20/2004 01:10:00 AM,BURGLARY,FORCIBLE ENTRY,41.738826778,-87.660709173
3013629,10/26/2003 12:00:00 AM,THEFT,OVER $500,41.722421851,-87.64688726
7341513,01/29/2010 10:30:00 AM,BURGLARY,FORCIBLE ENTRY,41.929764957,-87.668305954
6751846,02/02/2009 06:35:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,41.778307375,-87.697025548
10047694,04/26/2015 05:30:00 PM,THEFT,OVER $500,41.868541914,-87.639235361
11759767,07/16/2019 12:15:00 PM,ASSAULT,AGGRAVATED: HANDGUN,41.895927928,-87.748890135
4884998,07/25/2006 06:10:00 AM,BURGLARY,FORCIBLE ENTRY,41.938465452,-87.701085012
12066289,06/01/2020 05:27:00 PM,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,41.732873739,-87.54572788
11595398,02/12/2019 11:00:00 PM,BATTERY,AGGRAVATED: OTHER DANG WEAPON,41.936942222,-87.644297518
8410330,12/15/2011 09:00:00 PM,BURGLARY,FORCIBLE ENTRY,41.692836306,-87.604275485
8160278,07/10/2011 03:00:00 AM,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,41.7799566,-87.605921959
9965951,02/08/2015 04:00:00 PM,BURGLARY,FORCIBLE ENTRY,41.790556418,-87.62236217
6403609,07/30/2008 07:30:00 AM,BURGLARY,FORCIBLE ENTRY,41.91715388,-87.804202984
7440486,03/13/2010 09:00:00 AM,THEFT,FINANCIAL ID THEFT:$300 &UNDER,41.969225282,-87.724429061
24828,11/08/2019 02:39:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.779485877,-87.663444841
11061714,08/21/2017 04:18:00 AM,THEFT,$500 AND UNDER,41.753079427,-87.664719985
27163,11/04/2022 02:00:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.850049404,-87.697720808
8155979,07/10/2011 11:25:00 AM,ASSAULT,SIMPLE,41.914945331,-87.705200717
10442766,03/09/2016 05:00:00 PM,BURGLARY,FORCIBLE ENTRY,41.791071694,-87.676653786
2857225,07/26/2003 05:59:00 PM,ASSAULT,SIMPLE,41.954044565,-87.686343366
2247967,07/20/2002 04:20:00 PM,ASSAULT,SIMPLE,41.747639807,-87.555243742
1423,04/02/2002 06:40:00 PM,HOMICIDE,FIRST DEGREE MURDER,41.767554109,-87.569812396
2348250,09/11/2002 04:54:53 PM,THEFT,FROM BUILDING,41.87227988,-87.629365941
1686,08/15/2002 12:50:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.88914092,-87.723464065
21824,04/19/2015 06:35:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.930801083,-87.751478832
9008625,02/08/2013 04:00:00 AM,THEFT,FROM BUILDING,41.940332868,-87.656552032
3602,05/21/2006 01:54:00 AM,HOMICIDE,FIRST DEGREE MURDER,41.823242115,-87.701966702
1951885,01/20/2002 03:00:00 PM,BATTERY,AGGRAVATED: OTHER DANG WEAPON,41.936927176,-87.752757303
